X1 (mm),Y1 (mm),Z1 (mm)
5408.051965236664,-4637.768541,6851.0973863601685
5393.797909021378,-4654.338476,6851.0973863601685
0,0,0
5361.338127791882,-4684.027025,6846.245334386826
5337.739279270172,-4692.363072,6834.461779594421
5328.177265167236,-4713.014773,6840.7001321315765
5318.538878798485,-4733.652171,6846.938484668732
0,0,0
5284.574105679989,-4761.85443,6840.7001321315765
0,0,0
5250.996888399124,-4790.304212,6835.1549298763275
5229.372705,-4800.05515,6826.143976211548
5223.093904495239,-4823.900724,6837.234380722046
5217.245713591576,-4848.24338,6849.017936
5192.8699561953545,-4855.365934,6836.54123
5192.124202847481,-4884.609703,6855.256288051605
5178.160959720612,-4901.506915,6856.6425886154175
5149.528184890747,-4904.445304,6838.620681285858
5162.039623975754,-4946.652231,6875.357646226883
5125.046146273613,-4941.452995,6846.245334386826
0,0,0
5119.387756288052,-4996.973506,6879.516548
5081.920206069946,-4990.938887,6849.711085796356
5082.990739703178,-5022.718627,6871.891894817352
5063.468456983566,-5034.223785,6866.346692562103
5029.654769897461,-5031.383189,6841.393282413483
5031.467700004578,-5064.175214,6864.960391998291
0,0,0
0,0,0
4980.115274190903,-5105.625101,6858.722039461136
4968.943490982056,-5125.537664,6864.960391998291
4944.693355023861,-5131.933999,6853.176837205887
4919.951985985041,-5137.709253,6840.7001321315765
4913.607919692993,-5162.699564,6853.869987487793
0,0,0
0,0,0
4872.280923485756,-5214.551201,6862.880941152573
4856.750427901745,-5230.002979,6863.574091434479
4850.459567785263,-5255.472085,6877.437097072601
0,0,0
0,0,0
4794.624519,-5291.879601,6867.039842844009
4773.0609447956085,-5300.672808,6859.415189743042
4763.025230079889,-5322.273497,6868.426143407822
4741.883878,-5331.475407,6861.494641
4726.459784656763,-5347.078425,6862.880941152573
0,0,0
4698.776070356369,-5381.951151,6870.505594
4687.438690930605,-5402.330564,6878.130247354507
4679.315167158842,-5426.511506,6890.606952428818
0,0,0
4646.398205,-5455.669964,6891.300102710724
4626.844604,-5466.598134,6887.141201019287
0,0,0
4587.205378949642,-5487.695537,6878.130247354507
4565.281280994415,-5495.644351,6870.505594
0,0,0
4531.931918472052,-5524.109879,6871.198744535446
4513.141150742769,-5535.753382,6868.426143407822
0,0,0
0,0,0
4484.5149265527725,-5605.198159,6903.083657503128
4467.297481477261,-5618.92997,6903.083657503128
4454.506248772144,-5638.264747,6910.015160322189
4436.742040634155,-5651.33763,6909.322010040283
0,0,0
0,0,0
4389.379160195589,-5698.214004,6916.946663141251
0,0,0
4359.569156885147,-5731.923752,6925.264466524124
4348.4820130467415,-5753.89778,6935.661720752716
0,0,0
0,0,0
4329.253463894129,-5839.418739,6990.420593
0,0,0
4285.253184139729,-5854.82129,6977.250737667084
0,0,0
4257.268698215485,-5892.105678,6990.420593
0,0,0
4218.523843616247,-5914.596091,6986.261691331863
0,0,0
0,0,0
0,0,0
4146.447828382254,-5967.10244,6987.647991895676
0,0,0
